count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,attack_types
1,2,0,0,1,1,1,0,1,0
3,3,0,0,0,0,1,0,0,0
82,82,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,0
15,15,0,0,0,0,1,0,0,0
2,3,0,0,0,0,1,0,0.67,0
21,21,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,0
3,7,0,0,0,0,1,0,0.29,0
2,2,0,0,0,0,0.5,1,1,0
1,1,0,0,1,1,1,0,0,0
1,1,0,0,0,0,1,0,0,0
4,5,0,0,0,0,1,0,0.4,0
2,2,0,0,1,1,1,0,0,1
110,17,0,0,1,1,0.15,0.05,0,1
4,1,0,0,0,0,0.25,0.5,0,0
6,6,0,0,0,0,1,0,0,0
7,7,0,0,0,0,1,0,0,0
246,20,0,0,1,1,0.08,0.07,0,1
272,19,0,0,1,1,0.07,0.07,0,1
259,8,1,1,0,0,0.03,0.07,0,1
9,10,0,0,0,0.1,1,0,0.2,0
294,6,1,1,0,0,0.02,0.05,0,1
1,1,0,0,0,0,1,0,0,0
96,178,0,0,0,0,1,0,0.02,0
1,1,0,0,0,0,1,0,0,0
79,159,0,0,0,0,1,0,0.01,0
1,1,0,0,0,0,1,0,0,0
190,20,1,1,0,0,0.11,0.06,0,1
135,5,0,0,1,1,0.04,0.06,0,1
2,2,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
123,7,1,1,0,0,0.06,0.06,0,1
245,20,1,1,0,0,0.08,0.06,0,1
3,1,0,0,0,0,0.33,0.67,0,0
3,4,0,0,0,0,1,0,0.5,0
263,263,0,0,0,0,1,0,0,1
109,13,1,1,0,0,0.12,0.06,0,1
9,9,0,0,0,0,1,0,0,0
145,8,0,0,1,1,0.06,0.08,0,1
250,2,0,0,1,1,0.01,0.07,0,1
8,8,0,0,0,0,1,0,0,0
2,3,0,0,0,0,1,0,0.67,0
2,2,0,0,0,0,1,0,0,0
1,1,1,1,0,0,1,0,0,1
3,3,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,1
13,4,1,1,0,0,0.31,0.31,0,1
87,1,1,1,0,0,0.01,0.07,0,1
2,2,0,0,0,0,1,0,0,0
292,13,1,1,0,0,0.04,0.05,0,1
295,18,1,1,0,0,0.06,0.05,0,1
143,15,1,1,0,0,0.1,0.06,0,1
278,277,0,0,0,0,1,0.01,0,0
1,1,0,0,0,0,1,0,0,0
102,19,1,1,0,0,0.19,0.06,0,1
1,46,0,0,0,0,1,0,1,1
251,3,1,1,0,0,0.01,0.07,0,1
4,4,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
222,302,0,0,0,0,1,0,0.01,0
2,2,0,0,0,0,1,0,0,0
260,4,1,1,0,0,0.02,0.06,0,1
2,2,0,0,1,1,1,0,0,1
1,1,0,0,0,0,1,0,0,0
1,6,0,0,0,0,1,0,0.67,0
3,2,0,0,0,0,0.67,0.67,0,0
11,12,0,0,0,0,1,0,0.17,0
44,12,1,1,0,0,0.27,0.11,0,1
2,7,0,0,0,0,1,0,0.57,0
511,511,0,0,0,0,1,0,0,1
272,15,0,0,1,1,0.06,0.06,0,1
122,19,0.99,1,0,0,0.16,0.07,0,1
287,3,1,1,0,0,0.01,0.05,0,1
1,3,0,0,1,1,1,0,1,0
486,1,0.08,0,0.89,1,0,0.95,0,1
22,6,0,0,0,0,0.27,0.09,0,1
286,9,1,1,0,0,0.03,0.06,0,1
1,1,0,0,0,0,1,0,0,0
1,2,0,0,0,0,1,0,1,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
35,34,0,0,0.03,0,0.97,0.06,0,1
28,2,1,1,0,0,0.07,0.14,0,1
108,18,1,1,0,0,0.17,0.07,0,1
101,5,1,1,0,0,0.05,0.06,0,1
1,2,0,0,0,0,1,0,1,0
12,21,0,0,0,0,1,0,0.14,0
1,2,0,0,0,0,1,0,1,1
10,10,0,0,0,0,1,0,0,0
223,10,1,1,0,0,0.04,0.07,0,1
223,17,1,1,0,0,0.08,0.06,0,1
19,34,0,0,0,0,1,0,0.06,0
4,7,0,0,0,0,1,0,0.29,0
1,1,0,0,0,0,1,0,0,0
5,6,0,0,0,0,1,0,0.33,0
406,1,0,0,1,1,0,0.52,0,1
4,5,0,0,0,0,1,0,0.4,0
6,6,0,0,0,0,1,0,0,0
143,14,1,1,0,0,0.1,0.06,0,1
17,17,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
2,1,0,0,0,0,0.5,1,0,0
201,18,1,1,0,0,0.09,0.06,0,1
1,1,0,0,0,0,1,0,0,0
4,5,0,0,0,0.2,1,0,0.4,0
124,19,1,1,0,0,0.15,0.05,0,1
162,1,0.05,0,0.94,1,0.01,1,0,1
2,4,0,0,0,0,1,0,0.5,1
277,17,1,1,0,0,0.06,0.05,0,1
4,4,0,0,0,0,1,0,0,0
274,22,1,1,0,0,0.08,0.05,0,1
141,12,1,1,0,0,0.09,0.06,0,1
3,3,0,0,0,0,1,0,0,0
8,23,0,0,0,0,1,0,0.13,0
1,1,0,0,0,0,1,0,0,0
1,3,0,0,0,0,1,0,1,0
10,11,0.1,0.09,0,0,1,0,0.18,0
103,3,1,1,0,0,0.03,0.07,0,1
1,1,0,0,0,0,1,0,0,1
246,20,1,1,0,0,0.08,0.06,0,1
1,50,0,0,0,0,1,0,1,1
7,7,0,0,0,0,1,0,0,0
32,34,0,0,0,0,1,0,0.09,0
125,24,1,1,0,0,0.19,0.05,0,1
8,8,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
1,3,0,0,0,0,1,0,1,0
6,6,0,0,0,0,1,0,0,0
9,2,0,0,0,0,0.22,0.22,0,0
4,4,0,0,0,0,1,0,0,1
171,173,0,0,0,0,1,0,0.01,0
250,3,0,0,1,1,0.01,0.06,0,1
238,7,1,1,0,0,0.03,0.07,0,1
102,2,1,1,0,0,0.02,0.07,0,1
1,1,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
2,10,0.5,0.1,0,0.1,1,0,0.4,0
1,1,0,0,0,0,1,0,0,1
281,2,1,1,0,0,0.01,0.06,0,1
30,2,1,1,0,0,0.07,0.13,0,1
276,8,1,1,0,0,0.03,0.06,0,1
5,5,0,0,0,0,1,0,0,0
163,9,1,1,0,0,0.06,0.09,0,1
1,21,0,0,0,0,1,0,1,1
301,20,1,1,0,0,0.07,0.06,0,1
28,28,0,0,0,0,1,0,0,0
1,23,0,0,0,0,1,0,1,1
1,1,0,0,0,0,1,0,0,0
16,16,0,0,0,0,1,0,0,0
2,2,0,0,1,1,1,0,0,1
1,1,1,1,0,0,1,0,0,1
46,46,0,0,0,0,1,0,0,1
1,2,0,0,0,0,1,0,1,0
39,39,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,1
6,6,0,0,0,0,1,0,0,0
211,22,1,1,0,0,0.1,0.05,0,1
1,1,0,0,0,0,1,0,0,0
12,12,0,0,0,0,1,0,0,0
280,11,0,0,1,1,0.04,0.06,0,1
1,4,0,0,0,0.25,1,0,0.75,0
17,35,0,0,0,0,1,0,0.06,0
6,6,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
1,44,0,0,0,0,1,0,1,1
201,1,1,1,0,0,0,0.06,0,1
3,3,0,0,0,0,1,0,0,0
276,14,0,0,1,1,0.05,0.06,0,1
1,1,0,0,1,1,1,0,0,0
145,225,0,0,0,0,1,0,0.01,0
1,1,0,0,0,0,1,0,0,0
8,8,0,0,0,0,1,0,0,0
258,10,1,1,0,0,0.04,0.05,0,1
256,12,1,1,0,0,0.05,0.06,0,1
1,1,0,0,0,0,1,0,0,0
12,12,0,0,0,0,1,0,0,0
26,44,0,0,0,0,1,0,0.07,0
14,6,1,1,0,0,0.43,0.29,0,1
2,2,0,0,0,0,1,0,0,0
30,31,0,0,0,0,1,0,0.06,0
138,25,1,1,0,0,0.18,0.05,0,1
4,6,0,0,0,0,1,0,0.5,0
300,7,1,1,0,0,0.02,0.06,0,1
199,9,1,1,0,0,0.05,0.07,0,1
15,15,0,0,0,0,1,0,0,0
2,2,0,0,1,1,1,0,0,1
1,1,0,0,1,1,1,0,0,0
144,15,1,1,0,0,0.1,0.06,0,1
104,4,1,1,0,0,0.04,0.07,0,1
18,18,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
7,11,0,0,0,0,1,0,0.27,0
7,7,0,0,0,0,1,0,0,0
1,25,0,0,0,0,1,0,1,1
3,1,0,0,0,0,0.33,0.67,0,0
74,16,1,1,0,0,0.22,0.05,0,1
1,1,0,0,0,0,1,0,0,0
225,2,0,0,1,1,0.01,0.07,0,1
66,16,0.97,1,0.03,0,0.24,0.09,0,1
1,7,0,0.14,0,0,1,0,0.29,1
7,7,0,0,0,0,1,0,0,0
1,35,0,0,0,0,1,0,1,1
2,2,0.5,0.5,0,0,1,0,0,0
4,4,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,1
1,1,0,0,0,0,1,0,0,0
139,13,1,1,0,0,0.09,0.06,0,1
28,60,0.04,0.03,0,0,1,0,0.08,0
144,16,0,0,1,1,0.11,0.06,0,1
241,19,1,1,0,0,0.08,0.05,0,1
15,19,0,0,0,0,1,0,0.11,0
213,213,0,0,0,0,1,0,0,1
1,45,0,0,0,0,1,0,1,1
36,1,0.17,0,0.83,1,0.03,1,0,1
3,2,0,0,0,0,0.67,0.67,0,0
254,17,1,1,0,0,0.07,0.05,0,1
1,2,0,0,0,0,1,0,1,0
295,7,1,1,0,0,0.02,0.05,0,1
171,3,1,1,0,0,0.02,0.07,0,1
179,2,1,1,0,0,0.01,0.06,0,1
2,1,0,0,0,0,0.5,1,0,0
101,7,1,1,0,0,0.07,0.06,0,1
9,9,0,0,0,0,1,0,0,0
22,22,0,0,0,0,1,0,0,0
1,2,0,0,0,0,1,0,1,0
8,8,0,0,0,0,1,0,0,0
2,1,0,0,1,1,0.5,1,0,1
1,1,0,0,1,1,1,0,0,1
195,197,0,0,0,0,1,0,0.01,0
4,9,0,0,0,0,1,0,0.56,0
260,9,1,1,0,0,0.03,0.07,0,1
14,14,0,0,0,0,1,0,0,0
1,3,0,0,0,0,1,0,1,0
10,10,0,0,0,0,1,0,0,0
125,13,1,1,0,0,0.1,0.06,0,1
139,10,0,0,1,1,0.07,0.06,0,1
10,11,0,0,0,0,1,0,0.18,0
251,7,1,1,0,0,0.03,0.07,0,1
1,1,0,0,0,0,1,0,0,0
5,5,0,0,0,0,1,0,0,0
211,17,1,1,0,0,0.08,0.07,0,1
20,8,0,0,0,0,0.4,0.1,0,0
208,2,1,1,0,0,0.01,0.07,0,1
1,1,0,0,1,1,1,0,0,0
268,19,1,1,0,0,0.07,0.06,0,1
1,1,0,0,1,1,1,0,0,1
2,1,0,0,1,1,0.5,1,0,1
1,19,0,0,0,0,1,0,0.16,0
286,3,1,1,0,0,0.01,0.05,0,1
7,7,0,0,0,0,1,0,0,0
425,1,0.08,0,0.91,1,0,1,0,1
8,9,0,0,0,0,1,0,0.22,0
272,30,1,0.43,0,0,0.05,0.06,0.1,1
4,8,0,0,0,0,1,0,0.25,0
241,3,0,0,1,1,0.01,0.07,0,1
2,2,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
18,18,0,0,0,0,1,0,0,0
125,19,1,1,0,0,0.15,0.06,0,1
1,1,0,0,1,1,1,0,0,0
6,6,0,0,0,0,1,0,0,0
1,18,0,0,0,0,1,0,1,1
1,1,0,0,0,0,1,0,0,1
3,3,0,0,0,0,1,0,0,0
42,10,1,1,0,0,0.24,0.1,0,1
274,10,1,1,0,0,0.04,0.06,0,1
3,3,0,0,0,0,1,0,0,0
7,9,0,0,0,0,1,0,0.33,0
1,1,0,0,0,0,1,0,0,0
196,12,1,1,0,0,0.06,0.07,0,1
5,5,0,0,0,0,1,0,0,0
111,6,1,1,0,0,0.05,0.07,0,1
1,1,0,0,0,0,1,0,0,0
1,8,0,0,0,0,1,0,0.88,0
2,4,0,0,0,0,1,0,0.75,0
168,3,1,1,0,0,0.02,0.08,0,1
122,188,0,0,0,0,1,0,0.01,0
108,8,1,1,0,0,0.07,0.06,0,1
1,1,0,0,1,1,1,0,0,0
36,12,1,1,0,0,0.33,0.14,0,1
143,19,1,1,0,0,0.13,0.06,0,1
1,21,0,0,0,0,1,0,0.1,0
132,8,1,1,0,0,0.06,0.05,0,1
139,139,0,0,0,0,1,0,0,0
7,7,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
8,8,0,0,0,0,1,0,0,0
3,1,0,0,0,0,0.33,1,0,0
222,1,1,1,0,0,0,0.06,0,1
260,8,1,1,0,0,0.03,0.05,0,1
237,15,1,1,0,0,0.06,0.07,0,1
132,15,1,1,0,0,0.11,0.06,0,1
2,2,0,0,1,1,1,0,0,1
57,11,1,1,0,0,0.19,0.11,0,1
1,1,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,0
13,26,0,0,0,0,1,0,0.08,0
257,19,1,1,0,0,0.07,0.05,0,1
1,1,0,0,0,0,1,0,0,0
77,157,0,0,0,0,1,0,0.01,0
1,27,0,0,0,0,1,0,1,1
1,1,0,0,0,0,1,0,0,0
2,12,0,0,0,0,1,0,0.33,0
11,20,0,0,0,0,1,0,0.15,0
257,19,1,1,0,0,0.07,0.05,0,1
13,13,1,1,0,0,1,0,0,1
9,9,0,0,0,0,1,0,0,0
137,9,0,0,1,1,0.07,0.06,0,1
28,28,0,0,0,0,1,0,0,0
12,25,0,0.04,0,0,1,0,0.08,0
132,3,1,1,0,0,0.02,0.06,0,1
7,1,0,0,0,0,0.14,0.29,0,0
1,1,0,0,1,1,1,0,0,0
290,16,1,1,0,0,0.06,0.06,0,1
203,2,1,1,0,0,0.01,0.06,0,1
290,8,1,1,0,0,0.03,0.06,0,1
14,16,0,0,0,0,1,0,0.12,0
116,3,0,0,1,1,0.03,0.07,0,1
260,6,1,1,0,0,0.02,0.07,0,1
12,1,0,0,0,0,0.08,0.17,0,1
21,21,0,0,0,0,1,0,0,1
2,2,0,0,0,0,1,0,0,0
486,486,0,0,0,0,1,0,0,1
2,3,0,0,0,0,1,0,0.67,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,1
1,1,0,0,0,0,1,0,0,0
457,457,0,0,0,0,1,0,0,1
47,4,1,1,0,0,0.09,0.09,0,1
10,18,0,0,0,0,1,0,0.17,0
71,151,0,0,0,0,1,0,0.01,0
12,12,0,0,0,0,1,0,0,0
6,6,0,0,0,0,1,0,0,0
6,6,0,0,0,0,1,0,0,0
5,13,0,0,0,0,1,0,0.15,0
7,7,0,0,0,0,1,0,0,0
139,10,0,0,1,1,0.07,0.06,0,1
1,17,0,0,0,0,1,0,0.29,0
200,6,1,1,0,0,0.03,0.08,0,1
140,1,1,1,0,0,0.01,0.06,0,1
1,1,0,0,0,0,1,0,0,0
9,9,0,0,0,0,1,0,0,0
511,511,0,0,0,0,1,0,0,1
68,68,0,0,0,0,1,0,0,1
132,7,1,1,0,0,0.05,0.06,0,1
9,9,0,0,0,0,1,0,0,0
215,215,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
115,18,1,1,0,0,0.16,0.04,0,1
35,16,1,1,0,0,0.46,0.11,0,1
275,15,1,1,0,0,0.05,0.06,0,1
4,4,0,0,0,0,1,0,0,0
76,13,0,0,1,1,0.17,0.08,0,1
12,12,0,0,0,0,1,0,0,0
202,2,1,1,0,0,0.01,0.06,0,1
252,14,1,1,0,0,0.06,0.07,0,1
1,1,0,0,0,0,1,0,0,0
3,3,0,0,0,0,1,0,0,0
74,17,1,1,0,0,0.23,0.05,0,1
1,1,0,0,0,0,1,0,0,0
4,4,0,0,0,0,1,0,0,0
116,19,1,1,0,0,0.16,0.06,0,1
2,2,0,0,0,0,1,0,0,1
197,2,1,1,0,0,0.01,0.07,0,1
80,160,0,0,0,0,1,0,0.01,0
1,1,0,0,0,0,1,0,0,0
198,4,1,1,0,0,0.02,0.08,0,1
4,4,0,0,0,0,1,0,0,0
102,3,0,0,1,1,0.03,0.07,0,1
1,1,0,0,0,0,1,0,0,0
223,21,1,1,0,0,0.09,0.05,0,1
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
138,6,1,1,0,0,0.04,0.06,0,1
1,28,0,0,0,0,1,0,1,1
5,5,0,0,0,0,1,0,0,0
154,1,0,0,1,1,0.01,0.07,0,1
204,18,1,1,0,0,0.09,0.06,0,1
262,4,1,1,0,0,0.02,0.06,0,1
8,8,0,0,0,0,1,0,0,0
25,2,0,0,1,1,0.08,0.52,0,1
3,3,0,0,0,0,1,0,0,0
21,21,0,0,0,0,1,0,0,0
459,5,0.07,0,0.9,1,0.01,0.99,0,1
253,1,1,1,0,0,0,0.07,0,1
1,1,0,0,0,0,1,0,0,0
142,15,1,1,0,0,0.11,0.06,0,1
1,3,0,0,0,0,1,0,1,0
1,1,0,0,0,0,1,0,0,0
12,1,0,0,0,0,0.08,0.25,0,0
5,9,0,0,0,0,1,0,0.22,0
139,20,1,1,0,0,0.14,0.06,0,1
1,1,0,0,1,1,1,0,0,0
1,2,0,0,0,0,1,0,1,0
9,9,0,0,0,0,1,0,0,0
12,12,0,0,0,0,1,0,0,0
5,5,0,0,0,0,1,0,0,0
1,2,0,0,0,0,1,0,1,0
196,9,1,1,0,0,0.05,0.06,0,1
3,3,0,0,0,0,1,0,0,0
4,84,0,0,0,0,1,0,0.02,0
3,1,0,0,0,0,0.33,0.67,0,0
1,1,0,0,0,0,1,0,0,1
1,7,0,0,0,0,1,0,1,1
167,167,0,0,0,0,1,0,0,0
2,1,0,0,0.5,1,0.5,1,0,1
1,2,0,0,0,0,1,0,1,0
1,1,0,0,0,0,1,0,0,0
3,3,0,0,0,0,1,0,0,0
13,13,0,0,0,0,1,0,0,0
10,14,0,0,0,0,1,0,0.29,0
2,1,0,0,0,0,0.5,1,0,0
262,7,1,1,0,0,0.03,0.06,0,1
103,17,1,1,0,0,0.17,0.06,0,1
14,14,0,0,0,0,1,0,0,0
43,43,0,0,0,0,1,0,0,0
221,16,1,1,0,0,0.07,0.06,0,1
5,26,0,0,0,0,1,0,0.23,0
33,14,1,1,0,0,0.42,0.06,0,1
3,9,0,0,0,0,1,0,0.56,0
224,300,0,0,0,0,1,0,0.01,0
1,1,0,0,0,0,1,0,0,0
221,14,1,1,0,0,0.06,0.05,0,1
4,2,0,0,0,0,0.5,0.5,0,0
1,1,0,0,1,1,1,0,0,1
284,14,0,0,1,1,0.05,0.06,0,1
2,2,0,0,0,0,1,0,0,1
150,16,1,1,0,0,0.11,0.05,0,1
255,9,1,1,0,0,0.04,0.06,0,1
5,2,0,0,0,0,0.4,0.6,0,0
26,2,1,1,0,0,0.08,0.15,0,1
2,2,0,0,1,1,1,0,0,0
74,20,1,1,0,0,0.27,0.05,0,1
2,1,0,0,0,0,0.5,1,0,0
7,9,1,0.78,0,0,1,0,0.33,1
2,2,0,0,0,0,1,0,0,0
235,4,1,1,0,0,0.02,0.07,0,1
131,20,1,1,0,0,0.15,0.05,0,1
100,166,0,0,0,0,1,0,0.01,0
1,1,0,0,0,0,1,0,0,0
11,11,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
8,8,0,0,0,0,1,0,0,0
124,2,1,1,0,0,0.02,0.07,0,1
263,264,0,0,0,0,1,0.01,0.01,0
34,15,1,1,0,0,0.44,0.06,0,1
1,1,0,0,0,0,1,0,0,1
1,15,0,0,0,0,1,0,1,1
16,23,0,0,0,0,1,0,0.13,0
16,3,1,1,0,0,0.19,0.25,0,1
1,2,0,0,1,1,1,0,1,0
151,151,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,1
115,7,1,1,0,0,0.06,0.06,0,1
130,10,0,0,1,1,0.08,0.06,0,1
236,15,1,1,0,0,0.06,0.07,0,1
3,5,0,0,0,0,0.33,0.67,0.4,0
280,16,0,0,1,1,0.06,0.06,0,1
1,1,0,0,0,0,1,0,0,0
7,9,0,0,0,0,1,0,0.33,0
268,2,1,1,0,0,0.01,0.07,0,1
84,18,1,1,0,0,0.21,0.06,0,1
24,24,0,0,0,0,1,0,0,0
139,139,0,0,0,0,1,0,0,1
211,6,1,1,0,0,0.03,0.06,0,1
9,9,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,1
100,2,1,1,0,0,0.02,0.06,0,1
101,13,1,1,0,0,0.13,0.05,0,1
265,4,1,1,0,0,0.02,0.06,0,1
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
210,210,0,0,0,0,1,0,0,0
54,17,1,1,0,0,0.31,0.07,0,1
16,24,0,0,0,0,1,0,0.08,0
43,43,0,0,0,0,1,0,0,0
23,36,0,0,0,0,1,0,0.08,0
1,1,0,0,0,0,1,0,0,1
248,20,0,0,1,1,0.08,0.06,0,1
127,127,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
13,1,0,0,0,0,0.08,0.31,0,0
1,39,0,0,0,0,1,0,1,1
2,6,0,0,0,0,1,0,0.33,0
13,13,0,0,0,0,1,0,0,0
251,12,1,1,0,0,0.05,0.06,0,1
11,15,0,0,0,0,1,0,0.2,0
2,2,0,0,1,1,1,0,0,1
222,18,1,1,0,0,0.08,0.05,0,1
2,2,0,0,0,0,0.5,1,1,0
4,4,0,0,0,0,1,0,0,0
228,4,1,1,0,0,0.02,0.06,0,1
1,1,0,0,0,0,1,0,0,0
129,22,1,1,0,0,0.17,0.05,0,1
255,255,0,0,0,0,1,0.01,0.01,0
118,9,1,1,0,0,0.08,0.08,0,1
84,16,1,1,0,0,0.19,0.06,0,1
2,2,0,0,0,0,1,0,0,0
115,4,1,1,0,0,0.03,0.06,0,1
1,1,0,0,0,0,1,0,0,1
16,16,0,0,0,0,1,0,0,0
2,2,0,0,1,1,1,0,0,1
111,10,1,1,0,0,0.09,0.06,0,1
4,4,0,0,0,0,1,0,0,1
11,11,0,0,0,0,1,0,0,0
241,12,0,0,1,1,0.05,0.07,0,1
7,9,0,0,0,0,1,0,0.33,0
242,1,0,0,1,1,0,0.07,0,1
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
9,9,0,0,0,0,1,0,0,0
101,6,1,1,0,0,0.06,0.05,0,1
1,1,0,0,1,1,1,0,0,1
12,12,0,0,0,0,1,0,0,0
1,2,0,0,0,0,1,0,1,0
3,3,0,0,0,0,1,0,0,1
1,19,0,0,0,0,1,0,0.16,0
1,1,0,0,1,1,1,0,0,1
320,1,0,0,1,1,0,0.51,0,1
17,29,0,0,0,0,1,0,0.14,0
114,8,1,1,0,0,0.07,0.06,0,1
136,23,1,1,0,0,0.17,0.04,0,1
272,4,1,1,0,0,0.01,0.05,0,1
209,8,1,1,0,0,0.04,0.07,0,1
66,66,0,0,0,0,1,0,0,0
110,16,0,0,1,1,0.15,0.06,0,1
